Viabilidad,Aportaciones,Duracion,Historia,Tipo,Sueldo,Ahorro,Antiguedad,Porcentaje,EdoCivil,Aval,Residencia,Seguro,Edad,Adeudos,Vivienda,otraPension,tipoAfiliado,Dependientes,Ley,Foraneo
1,1,15,2,2,4780.17,1,0,60,1,1,27,0,67,1,0,0,0,1,1,1
1,0,28,1,0,4780.17,0,0,69,0,1,15,1,64,1,0,1,3,0,1,1
1,0,4,1,1,4780.17,0,1,55,1,0,21,0,56,1,0,0,0,0,1,1
0,1,14,1,0,4780.17,1,0,69,1,1,21,1,53,0,1,0,3,0,0,0
0,2,20,1,0,4780.17,0,0,97,0,0,14,1,49,0,1,1,0,2,0,1
1,2,25,1,1,4780.17,1,0,84,0,0,5,1,59,1,1,1,0,2,1,1
1,0,5,2,1,13098.00,0,0,87,0,1,25,0,63,0,1,0,1,2,0,1
1,0,27,1,2,10500.00,0,0,67,0,0,14,0,51,0,0,1,0,0,1,1
0,2,14,2,2,7572.15,0,0,50,0,1,28,1,64,1,1,1,0,0,1,1
0,2,4,0,2,4023.03,1,1,51,3,0,26,1,68,0,0,0,0,3,1,0
1,2,11,0,0,3885.00,1,1,97,0,1,15,0,55,1,0,1,4,3,1,0
0,0,21,1,0,10303.53,1,1,83,1,1,6,0,66,1,1,0,1,2,1,0
0,2,15,2,0,8929.72,1,0,94,0,0,17,1,51,0,1,0,0,0,0,1
0,2,17,1,0,3885.00,0,0,80,0,0,12,0,60,0,1,1,0,1,0,1
1,1,2,2,2,2401.20,1,1,57,3,0,9,1,54,0,1,0,2,3,0,0
1,2,11,1,1,6625.67,0,0,54,3,1,7,0,68,0,1,0,2,3,0,0
1,0,29,0,1,3878.75,0,0,59,0,0,21,0,61,0,1,0,0,0,0,0
1,1,27,0,1,4234.82,1,1,86,1,0,26,1,56,0,1,1,1,0,1,1
1,2,28,2,1,6684.00,0,0,69,0,1,20,0,55,0,0,1,3,2,0,1
0,2,18,1,1,9662.83,0,1,64,0,0,17,1,54,1,1,1,3,1,1,1
0,1,17,1,1,5301.36,1,0,56,0,1,23,0,68,1,0,0,1,3,1,0
1,1,29,1,0,7170.00,1,0,82,1,0,5,1,57,1,1,0,4,2,1,1
0,1,8,2,1,3132.60,0,1,87,1,1,26,1,59,0,0,1,0,0,1,0
1,2,26,1,0,5421.28,1,1,95,0,0,27,1,50,1,1,0,3,3,0,1
1,1,2,0,1,5133.40,0,0,100,1,1,10,0,54,1,1,1,1,2,0,1
1,0,16,1,1,4452.90,0,1,63,0,0,5,0,69,0,0,1,2,0,0,1
1,1,23,2,0,4059.66,1,1,94,1,0,26,1,63,0,1,0,3,0,1,1
0,0,27,1,1,3245.14,1,0,61,0,1,15,1,65,0,0,1,3,1,0,0
1,2,26,0,2,4145.14,1,1,94,1,1,23,1,61,1,1,1,3,1,1,0
1,0,12,0,0,4626.93,1,1,78,1,0,19,0,67,0,1,1,1,3,1,1
0,2,2,0,0,8751.00,1,1,56,1,0,18,0,62,1,0,1,0,2,1,1
0,1,8,1,2,10585.84,1,0,92,1,1,25,0,61,0,0,0,0,3,1,0
1,2,2,1,1,5905.54,1,1,100,1,1,27,1,68,1,0,1,4,3,1,1
0,2,3,0,2,3407.85,0,1,68,1,0,28,1,65,0,1,1,2,1,1,0
0,1,1,1,1,7876.50,0,0,59,0,0,9,1,64,0,1,0,4,1,1,1
0,0,18,1,1,12692.16,0,0,98,1,0,12,1,66,0,0,1,2,0,0,1
1,1,26,1,2,8929.72,0,0,95,1,0,25,1,64,1,1,1,2,0,0,1
1,0,1,0,0,5686.20,0,0,83,0,1,16,1,66,1,0,0,3,3,1,1
0,1,29,2,0,5607.13,0,1,68,0,0,11,0,64,1,1,1,3,3,0,0
1,1,9,2,2,4023.03,1,1,51,1,0,30,0,58,0,1,1,2,3,1,0
0,2,19,1,1,9999.00,1,0,71,1,1,30,0,58,1,0,0,0,2,0,0
1,0,26,0,1,4145.14,1,0,96,1,1,11,1,59,1,1,1,4,1,1,1
0,1,1,2,0,4145.14,0,0,99,0,1,15,0,54,1,1,1,0,1,1,1
0,0,6,0,0,24000.00,1,0,56,0,0,9,1,67,0,0,0,3,1,0,1
0,0,12,2,0,10500.00,1,1,71,0,0,24,0,63,0,1,0,2,2,0,1
1,0,24,2,2,12137.06,0,0,100,0,0,7,1,54,1,1,1,4,3,1,1
1,0,27,1,1,3885.00,1,0,53,1,1,7,1,57,1,0,1,4,1,1,0
1,1,5,1,0,4243.92,0,0,67,1,0,26,1,54,0,0,0,0,1,1,0
1,2,23,1,2,7170.00,1,1,77,1,1,12,1,61,0,1,1,1,1,1,1
0,2,12,0,0,7170.00,1,0,84,1,0,23,0,64,0,1,0,2,3,0,0
1,1,10,2,2,6200.00,0,1,63,1,1,27,1,65,0,0,0,1,2,0,1
0,2,4,2,0,2430.00,0,0,96,1,1,27,0,69,1,0,1,2,2,1,0
1,2,13,0,1,12381.90,1,0,92,1,1,28,1,54,1,0,1,3,1,1,1
0,1,2,1,2,7009.36,0,0,99,1,1,9,0,50,1,0,1,3,3,0,0
1,2,14,2,1,4206.01,0,1,67,0,0,21,1,50,1,1,0,2,0,1,1
0,0,1,0,0,4780.17,0,1,57,1,0,9,1,63,0,1,0,4,0,0,1
0,1,21,0,1,2470.37,0,1,68,2,1,6,0,64,0,0,0,0,1,1,0
1,2,29,0,0,3030.62,1,0,93,1,0,22,0,56,0,1,1,3,2,1,1
1,2,11,2,1,4184.10,1,0,86,0,1,17,1,50,1,0,0,1,1,0,1
0,2,24,0,2,4746.03,0,0,93,0,0,13,0,57,1,0,1,3,3,0,0
0,2,8,0,0,5421.26,0,0,70,1,1,12,1,56,1,0,1,4,0,1,1
0,0,24,1,1,5421.26,1,0,56,1,1,17,1,63,0,0,1,2,2,1,0
1,2,8,0,0,5421.26,0,0,68,1,1,21,0,59,0,0,1,4,3,1,0
0,1,12,1,1,5421.26,0,1,81,0,0,16,1,63,1,1,1,0,1,0,0
0,1,4,0,0,9999.00,1,0,66,1,1,18,0,49,0,1,0,0,2,0,0
0,1,27,0,0,5885.69,1,1,84,1,0,30,1,59,1,0,0,0,3,0,1
0,0,5,1,1,8700.72,1,1,85,1,0,26,0,50,0,0,0,2,2,0,1
1,0,9,0,1,11652.00,1,0,77,1,0,26,1,54,1,0,1,4,1,0,0
1,1,22,2,0,10500.00,0,1,89,0,0,28,1,68,0,1,1,3,1,1,0
1,1,18,2,2,5609.64,1,1,87,1,1,18,1,66,1,1,1,1,3,1,0
1,0,27,0,2,2401.20,0,0,53,1,0,29,0,53,0,1,1,0,3,1,1
0,2,11,1,1,3359.25,0,0,93,1,1,30,0,54,0,0,0,1,1,1,0
1,0,6,0,1,4023.03,1,0,99,0,0,25,0,68,0,0,1,4,0,0,0
1,2,26,0,2,4023.03,0,0,85,1,1,30,0,62,1,1,0,2,1,0,0
0,2,29,0,2,5083.94,0,1,84,1,0,11,1,54,1,0,1,1,2,1,1
1,0,24,2,2,8929.72,1,0,81,1,0,30,1,58,0,0,0,3,2,0,1
0,2,7,2,1,4599.69,1,1,97,1,0,13,1,53,1,1,1,4,0,0,0
1,1,22,1,0,28216.80,1,0,78,1,1,7,0,56,0,1,0,2,0,1,0
0,0,27,0,0,28216.80,1,0,87,0,1,22,0,55,0,0,1,0,3,1,0
0,2,7,0,0,6567.00,0,0,55,0,1,10,1,56,0,1,1,0,2,1,0
1,1,15,2,2,38387.10,1,0,66,1,1,28,1,68,1,1,0,2,1,1,0
1,0,8,1,0,9451.00,1,1,69,0,0,20,0,57,1,0,1,0,2,0,0
1,2,3,0,1,12520.87,0,0,66,1,0,12,1,62,1,0,1,3,3,1,1
1,1,24,2,2,10732.18,0,1,100,0,1,16,0,54,1,1,0,2,2,1,1
1,0,23,0,1,7572.15,1,1,64,0,1,26,0,62,0,1,1,2,1,1,0
0,0,18,0,1,5453.25,0,0,94,2,1,19,0,66,1,1,1,3,1,0,1
0,1,17,0,1,5453.25,0,0,70,1,0,15,1,59,0,1,0,4,1,1,1
0,1,19,1,1,5133.40,0,0,79,0,1,6,1,58,0,0,1,4,2,0,0
1,2,4,0,1,9662.82,0,1,89,0,0,12,0,50,0,0,1,4,0,0,1
0,1,19,2,1,5453.25,1,1,66,1,0,15,0,66,0,1,1,4,1,0,0
0,0,22,0,2,4023.03,0,0,73,1,0,14,1,68,1,1,0,1,2,1,0
0,0,29,2,2,4456.16,1,1,91,1,1,12,0,56,1,0,1,1,0,1,0
0,1,25,2,2,8192.64,1,1,53,0,1,13,1,61,0,0,0,1,0,0,0
1,2,15,2,2,5453.25,0,1,71,0,1,13,0,56,0,0,1,0,0,0,1
0,0,22,0,2,5453.25,1,1,53,1,0,13,1,62,1,0,0,2,1,0,0
0,1,21,0,0,5453.25,1,0,84,0,0,14,1,56,0,0,0,4,1,0,0
0,0,14,2,1,10649.38,0,1,97,1,0,8,1,55,1,0,0,1,1,0,1
1,0,15,0,1,9662.83,1,1,79,1,1,20,1,58,1,1,0,4,0,1,0
0,1,3,2,1,5453.25,1,0,58,1,0,14,0,58,0,0,1,2,1,1,1
1,2,10,2,1,5453.25,0,0,70,0,1,25,1,52,0,0,0,0,2,0,1
1,1,20,2,1,5453.25,0,1,59,0,1,18,1,67,1,1,0,0,0,1,1
0,2,12,0,0,5453.25,0,1,73,1,0,20,0,57,1,0,0,4,2,1,0
0,2,30,1,2,5453.25,0,1,60,1,1,25,0,59,1,0,0,4,1,1,1
0,2,16,0,2,5453.25,1,1,54,1,0,28,1,59,1,1,1,1,3,0,1
1,1,6,2,0,5453.25,0,1,83,1,0,5,0,62,1,1,0,4,3,0,1
1,1,25,0,0,5453.25,1,1,60,0,1,28,0,49,0,1,0,3,3,0,1
0,2,19,1,1,5453.25,1,0,70,1,0,9,0,58,1,0,0,3,0,0,0
0,2,11,1,2,5453.25,1,1,62,1,0,5,1,69,1,1,0,2,2,1,0
0,0,22,1,0,5453.25,1,1,52,1,0,14,0,58,1,1,1,2,2,1,1
0,0,6,1,2,4626.93,1,0,55,1,1,19,1,68,1,1,0,1,2,0,0
0,1,25,0,1,4206.01,0,0,58,1,1,28,1,54,1,0,1,3,1,0,0
1,1,18,0,1,4066.72,0,1,59,0,0,14,0,61,1,1,1,4,0,0,1
0,1,27,1,1,4145.14,0,0,77,1,0,19,1,55,0,0,1,1,2,1,1
0,1,19,1,1,4626.93,1,1,63,0,0,14,0,68,0,1,1,2,1,0,0
0,1,2,2,1,4181.06,1,1,89,1,1,7,1,49,0,0,1,1,3,1,1
0,0,6,2,0,5609.64,1,0,85,1,1,24,1,69,0,0,0,2,1,0,1
0,1,10,2,2,4802.96,0,1,97,1,1,7,0,58,0,0,1,4,2,0,0
0,2,11,2,0,5421.26,1,0,79,0,0,10,0,55,0,1,1,4,1,0,0
1,0,29,2,1,11383.08,1,0,69,1,1,8,0,69,1,1,1,3,3,1,0
1,2,4,1,1,7009.36,0,1,97,0,1,16,1,69,0,0,1,4,0,0,0
1,1,7,0,0,4374.90,1,1,90,1,1,7,1,54,0,1,1,0,0,0,0
0,2,26,0,0,11383.08,1,1,99,1,1,18,0,63,0,0,0,2,2,1,0
1,1,2,2,1,7572.15,0,1,53,0,0,12,0,67,0,1,1,3,3,1,1
0,0,6,0,0,15305.48,1,1,62,1,0,5,1,58,0,0,1,3,1,0,1
0,0,1,0,2,10152.38,0,0,86,0,0,26,0,67,1,0,0,4,2,1,0
0,2,23,1,1,11383.08,0,1,100,1,1,8,0,61,1,1,1,1,1,0,0
0,1,3,1,2,13927.36,1,1,53,1,1,18,0,65,0,1,0,3,1,0,0
0,0,7,1,0,10152.38,1,1,66,1,0,19,0,55,1,1,0,0,1,0,0
1,1,6,0,1,11383.08,1,0,99,1,1,27,1,69,1,0,1,1,2,0,0
1,1,15,1,1,4780.17,0,1,79,1,1,22,1,69,0,1,0,3,1,0,0
1,2,15,1,2,11383.08,1,0,79,0,1,27,1,50,1,0,1,2,3,0,1
0,2,18,2,1,7170.00,1,0,69,0,0,7,1,60,1,1,0,1,2,0,0
1,0,9,2,1,4780.17,0,1,66,1,1,23,0,56,1,1,0,3,0,0,0
1,2,10,2,0,22211.21,0,0,88,1,1,16,0,67,0,0,1,0,2,1,0
1,1,18,2,1,7572.15,1,1,93,1,0,12,1,64,1,1,1,3,0,0,0
1,0,17,1,0,9720.19,0,0,85,0,0,13,1,49,0,0,0,1,1,1,0
0,0,16,1,2,5083.94,0,0,84,0,1,19,1,52,1,0,0,0,1,0,1
0,2,22,0,0,7572.15,0,1,99,1,1,10,0,49,1,1,0,1,3,1,1
0,0,28,0,2,7572.15,0,1,84,0,1,11,1,52,0,0,0,2,2,0,0
1,0,13,1,2,7572.15,1,1,97,0,0,25,1,62,0,1,1,1,0,0,1
0,2,19,1,2,7572.15,0,0,68,1,0,5,0,63,0,0,1,1,3,1,1
0,1,27,0,1,7572.15,1,1,82,0,1,30,1,57,1,0,1,3,2,1,1
0,0,24,0,0,7572.15,0,1,89,1,1,16,1,54,0,1,0,0,0,0,1
1,1,26,2,1,7572.15,1,0,82,0,1,11,0,56,0,1,0,2,0,0,1
1,2,13,1,2,9662.83,1,0,91,0,1,7,0,58,0,1,1,2,0,1,0
0,0,9,2,1,9662.83,0,0,97,0,0,17,1,65,1,0,1,2,3,1,0
1,1,4,2,2,7572.15,0,0,91,1,0,22,1,65,0,1,1,3,2,0,0
1,0,17,1,0,7572.15,0,0,72,0,0,29,0,65,1,0,0,0,3,1,1
0,2,14,2,2,7572.15,1,1,62,1,1,28,0,67,1,1,1,4,2,1,1
1,1,12,2,0,7572.15,0,1,55,0,0,29,1,60,1,0,1,0,3,1,0
1,2,3,1,2,11383.08,0,0,83,1,1,23,0,68,1,1,1,4,2,0,1
0,0,21,1,0,11383.08,1,0,72,1,1,13,1,63,0,1,1,4,0,0,1
0,0,22,1,1,11383.08,0,0,95,1,1,25,1,55,1,0,1,2,1,1,0
0,1,13,0,2,11383.08,0,0,70,1,1,29,0,60,0,1,0,0,1,0,1
1,2,16,0,0,11383.08,0,1,52,1,0,16,1,55,1,1,0,3,0,0,0
1,2,6,0,0,7009.36,0,0,74,0,1,22,1,59,1,0,1,2,3,1,1
1,0,5,2,0,4904.48,1,0,64,1,0,10,1,58,1,0,0,2,0,0,1
0,2,21,2,2,6818.12,0,1,84,0,0,15,1,55,0,0,1,4,2,1,0
0,1,6,2,0,9662.83,1,1,60,0,0,25,0,62,1,1,1,2,3,1,1
1,1,4,2,0,2401.20,0,0,80,1,1,7,0,63,1,1,0,4,3,1,1
0,1,12,1,2,6251.69,1,1,77,2,1,21,1,60,1,0,1,4,2,0,1
0,0,2,0,0,5133.40,1,0,82,1,0,14,0,62,1,1,1,3,1,1,1
0,0,5,1,0,3128.10,0,0,62,0,1,25,0,50,1,1,1,4,1,1,1
0,0,7,1,1,6251.69,1,0,98,0,1,12,1,54,0,1,0,1,0,0,0
0,2,30,0,0,7097.65,1,0,86,0,0,25,1,49,0,0,0,3,3,0,0
1,0,4,0,2,8550.00,1,1,99,0,1,22,1,64,1,0,0,3,2,1,0
1,2,1,0,2,5083.94,1,1,72,1,0,9,1,56,1,1,1,2,2,1,0
0,1,1,2,2,7572.15,0,0,85,1,0,29,0,69,1,0,1,0,3,1,1
0,2,20,2,0,5301.36,0,0,93,1,1,12,1,68,1,0,1,3,2,1,0
0,0,29,1,0,3860.98,0,0,54,1,0,9,1,67,1,0,0,0,3,1,1
0,1,28,2,2,5083.94,1,0,65,0,1,18,0,68,0,1,1,3,3,0,0
0,0,3,0,1,5421.26,0,0,85,0,0,7,0,50,0,1,0,3,0,0,1
0,2,27,1,0,24000.00,1,1,86,1,1,29,0,50,0,0,1,1,2,0,1
0,0,30,1,0,9903.33,0,0,80,1,0,17,0,60,1,1,1,1,3,1,0
0,2,19,2,2,9662.83,1,0,86,1,1,9,0,54,0,0,0,2,2,0,1
0,2,13,1,0,9662.83,0,1,80,0,1,17,1,54,0,0,0,1,0,1,0
0,1,26,1,1,9662.83,1,0,84,1,1,16,0,68,0,0,0,1,1,0,1
1,0,30,0,2,8192.64,0,1,59,0,1,27,1,59,0,0,0,4,2,0,1
0,1,8,1,1,9662.83,1,0,67,0,1,17,1,57,1,0,1,1,1,0,0
1,2,3,1,2,9662.83,0,1,99,0,1,18,1,66,0,1,1,4,1,1,0
1,2,11,2,0,8929.72,0,1,100,0,1,19,0,65,0,0,0,2,2,0,1
0,1,24,0,0,9662.83,0,1,85,0,0,11,0,69,1,0,0,2,0,0,1
1,2,1,2,1,9662.83,0,0,63,1,0,20,1,50,1,0,1,1,0,1,0
1,2,15,0,1,9662.83,0,0,72,0,1,5,1,53,0,0,0,2,1,1,1
0,0,7,0,1,9662.83,1,1,70,0,1,8,0,68,1,1,0,1,1,1,0
1,1,18,1,0,9662.83,1,1,72,0,0,19,0,58,0,0,0,4,3,1,1
0,0,29,1,1,9662.83,1,0,77,0,1,25,0,69,0,1,1,3,0,1,1
1,0,1,1,0,9662.83,1,1,90,1,1,16,1,61,0,0,1,0,3,0,1
1,2,13,1,1,9662.83,0,0,91,0,0,20,1,65,1,0,0,4,1,1,1
1,0,10,1,0,9662.83,1,0,76,0,0,26,0,61,1,1,1,3,2,1,0
1,0,14,2,1,9662.83,0,1,78,0,1,9,0,64,1,0,1,0,1,0,1
1,2,30,0,1,9662.83,1,0,87,1,0,29,1,64,1,1,1,1,3,1,1
0,0,20,2,0,9662.83,0,0,74,0,1,9,0,50,1,1,0,4,3,0,1
1,1,16,1,0,9662.83,1,0,99,0,1,26,0,67,0,0,0,4,1,0,1
0,0,23,1,1,9662.83,0,0,99,1,0,18,0,61,0,0,0,3,1,0,1
1,1,3,2,2,9662.83,1,0,77,0,0,26,0,66,0,1,0,3,1,1,1
1,1,2,2,0,9662.83,1,0,61,0,1,23,1,52,0,0,0,0,1,0,1
0,1,2,1,2,5083.94,0,0,74,1,0,27,1,62,0,1,0,1,3,0,1
0,0,12,2,1,5041.89,0,1,92,0,0,25,0,65,0,0,1,2,2,1,0
1,2,2,2,2,3871.20,0,0,79,1,0,16,0,67,0,1,0,2,0,0,0
1,1,26,0,1,7716.30,1,0,50,1,1,12,0,60,1,1,0,4,3,1,0
1,1,23,0,1,5083.94,0,0,79,0,1,7,1,52,0,1,0,3,1,0,1
1,1,17,0,0,7170.00,1,1,62,0,0,17,1,61,0,0,0,1,0,1,0
1,2,20,1,0,8700.72,1,1,98,0,0,21,1,52,0,0,0,3,1,0,0
1,2,16,1,0,8929.72,0,0,71,0,1,24,0,66,1,0,1,1,2,1,1
0,0,8,2,0,8192.64,1,0,65,0,1,28,1,52,1,1,0,3,1,1,1
1,2,15,1,0,9999.00,0,1,78,1,0,8,0,56,0,0,1,0,3,0,0
1,1,17,0,0,9662.83,0,0,100,0,0,15,0,56,0,1,0,4,1,1,0
0,2,23,2,1,10152.30,0,1,67,0,0,9,1,69,1,0,1,4,2,1,1
0,1,6,1,1,7572.15,1,0,91,0,0,10,1,50,0,1,1,0,0,0,0
1,2,2,1,0,5885.69,0,1,71,1,1,9,0,68,1,1,1,4,1,0,0
1,0,2,0,2,5041.89,0,0,61,0,1,16,0,58,1,0,0,1,2,1,1
1,0,13,1,2,5041.89,1,1,82,2,0,7,1,60,1,1,0,0,2,0,1
1,0,3,1,2,8192.64,0,0,65,1,1,13,1,69,0,1,1,0,2,0,0
1,0,22,1,2,13300.00,1,1,81,0,1,9,0,57,1,0,1,2,0,0,0
1,2,8,1,1,9662.83,0,1,99,1,0,15,0,56,0,0,1,1,2,1,0
1,1,12,1,2,5301.36,0,1,79,0,0,10,0,64,0,0,0,0,1,1,0
0,1,14,2,2,3308.10,1,1,97,0,1,17,1,55,1,0,0,3,2,1,1
0,0,7,2,1,4023.03,0,1,77,1,0,19,1,63,0,0,1,1,1,1,1
0,0,29,1,0,4625.60,0,1,51,1,0,21,0,57,1,1,0,3,0,0,1
1,1,22,1,1,4780.17,1,0,74,0,1,22,1,66,0,1,1,1,3,1,0
0,0,25,2,0,3878.75,1,0,65,0,1,20,1,64,1,1,0,3,3,1,1
1,0,20,2,2,8039.00,1,0,80,0,0,9,0,68,0,0,0,1,3,1,0
0,1,21,0,2,7170.00,1,0,93,0,0,12,0,64,0,0,0,1,1,0,1
0,0,15,2,2,7170.00,0,1,60,1,1,7,0,56,0,0,0,1,1,0,0
1,1,4,2,0,7170.00,1,1,55,1,0,24,0,63,0,1,1,3,0,1,0
1,1,29,1,0,7170.00,1,0,81,1,0,25,0,55,1,0,0,4,3,1,0
0,0,6,1,2,4764.14,0,0,61,0,0,21,1,58,0,0,0,2,2,0,1
1,2,3,0,2,4040.03,0,0,59,2,0,27,1,67,1,1,0,3,3,0,0
0,0,29,2,2,4161.14,0,1,51,1,0,18,0,65,1,1,1,2,0,0,1
1,1,30,1,0,6498.90,1,1,67,0,1,19,1,60,0,1,1,3,0,0,0
0,2,26,0,1,9717.30,0,0,58,1,0,11,1,66,0,1,0,2,1,0,1
0,1,8,1,0,2401.20,0,1,83,1,0,21,1,63,0,1,0,4,0,1,1
0,2,6,1,1,2401.20,1,0,96,1,1,20,0,69,1,1,1,4,0,1,0
1,1,12,1,0,4066.72,1,0,60,1,0,27,1,66,0,1,0,4,3,1,1
0,0,20,1,2,2401.20,1,1,86,0,1,29,1,50,1,0,0,4,2,0,0
0,2,1,2,2,5301.36,0,0,80,0,1,7,0,50,0,0,1,3,3,1,1
1,1,13,1,1,5133.40,1,0,60,0,1,14,0,58,1,1,1,0,3,0,0
1,0,24,0,1,2401.20,1,1,89,0,0,29,1,66,0,0,0,3,1,0,0
1,2,11,1,2,4206.01,0,0,66,1,0,26,0,55,1,1,0,0,3,1,0
1,1,15,0,1,5885.69,1,0,72,1,1,24,0,60,1,0,1,4,3,1,1
1,1,5,2,0,4181.06,1,1,95,1,0,24,1,53,1,1,1,4,3,0,1
1,2,18,1,0,2401.20,1,1,89,1,0,29,1,68,1,0,0,0,2,1,1
0,2,18,1,2,2401.20,0,1,73,3,0,13,0,68,0,0,1,0,2,1,1
0,1,26,0,1,2401.20,1,0,73,0,0,23,1,64,0,1,0,4,1,1,1
1,1,26,0,1,8192.64,1,0,62,0,1,27,1,64,0,1,1,4,0,1,0
0,0,10,1,0,8192.64,0,0,78,0,0,21,1,69,0,1,1,1,2,1,0
1,0,23,2,1,9662.83,1,1,89,1,0,30,0,65,0,1,1,0,2,1,0
0,1,5,0,0,7638.13,0,1,58,1,0,8,0,57,1,0,0,4,1,1,0
0,0,1,1,1,7638.13,0,1,78,0,0,29,0,66,1,0,1,3,3,1,1
0,2,6,2,1,9903.33,1,1,85,1,1,29,0,55,1,0,0,3,1,1,1
1,1,13,1,2,7170.00,0,0,97,0,1,8,0,54,1,0,0,2,0,1,1
1,0,18,2,2,7345.00,0,1,97,0,0,21,0,52,1,0,1,4,0,1,1
1,1,5,2,2,4206.01,0,1,91,1,0,14,0,58,1,0,1,2,2,0,1
0,2,14,1,0,7097.65,1,1,90,0,1,16,1,50,0,1,0,4,3,0,0
0,2,29,1,2,9369.24,1,1,80,1,0,23,0,51,1,1,0,2,3,1,0
0,1,10,2,0,5885.69,0,1,58,1,0,25,0,51,1,0,0,2,3,1,0
1,0,16,1,1,3872.03,1,0,97,1,0,24,1,50,0,1,0,1,1,0,1
0,1,14,0,2,15603.00,1,1,73,1,1,30,1,67,0,1,0,3,2,1,1
1,2,22,0,0,8192.64,0,0,90,0,1,15,0,49,1,1,0,3,2,1,1
0,1,27,1,0,4324.58,0,1,72,1,1,28,0,56,1,0,1,2,2,0,0
1,1,8,0,2,6498.90,0,1,86,0,1,11,0,52,1,0,1,0,2,0,1
1,0,12,0,2,3625.84,1,0,78,0,1,22,0,65,0,1,0,3,1,1,0
1,1,7,0,0,9662.83,0,0,66,1,0,8,0,68,1,1,1,3,1,0,1
0,0,12,2,1,3939.75,0,0,75,0,1,26,1,56,0,0,0,3,3,0,1
0,0,4,2,1,4105.58,0,1,81,1,1,30,1,57,0,0,0,2,1,0,0
1,1,26,1,2,8192.64,1,0,75,1,0,13,0,60,0,1,1,2,2,1,0
0,0,2,2,0,4018.40,1,0,99,1,0,6,0,61,1,1,1,4,2,1,0
0,0,19,0,1,4018.40,0,0,66,0,1,29,1,65,1,1,0,4,2,1,0
1,0,15,2,1,3939.75,1,0,94,1,0,23,1,53,0,0,1,0,3,0,0
0,1,16,1,0,4018.40,0,0,89,1,1,19,0,69,0,0,0,4,2,1,0
0,2,7,2,2,4018.40,0,1,69,1,0,21,1,64,0,1,0,1,3,0,0
1,2,21,2,1,4018.40,0,0,52,1,1,25,1,52,1,1,0,2,0,1,0
1,0,28,2,0,3498.83,1,0,97,0,0,9,0,63,0,1,1,4,0,1,0
0,1,19,2,1,4018.40,1,0,73,1,1,18,0,52,0,0,1,2,0,1,1
1,0,14,0,2,4018.40,1,1,88,1,1,26,1,69,0,1,0,3,1,1,1
1,0,1,2,1,3939.75,1,1,97,1,0,11,1,57,1,1,1,3,3,0,1
0,0,16,1,2,3939.75,1,1,76,2,1,7,0,62,0,0,1,2,0,1,0
0,1,7,0,0,3939.75,1,0,58,1,0,26,1,68,0,0,1,4,3,0,1
1,1,11,1,0,4018.40,1,1,58,2,1,25,1,65,1,1,1,3,3,1,0
1,1,26,1,1,3939.75,0,0,72,1,0,23,0,61,0,0,0,2,2,0,0
1,0,17,2,0,3939.75,0,0,71,1,1,7,1,51,0,0,0,2,0,0,1
0,1,8,1,1,3939.75,0,0,93,0,0,30,1,53,0,0,1,1,0,1,1
0,0,19,0,0,5421.28,1,1,56,0,0,11,1,63,0,0,0,2,1,0,1
0,2,10,1,2,3939.75,1,1,79,3,1,18,0,49,0,0,1,4,0,1,0
0,1,14,0,2,8929.72,0,1,61,0,1,8,0,59,1,1,0,4,0,0,0
1,2,20,2,0,3939.75,1,0,72,2,1,26,1,50,0,1,0,1,2,0,1
0,1,14,0,0,4018.40,1,0,57,1,1,30,1,63,1,1,1,2,0,0,1
0,1,17,1,1,4018.40,0,0,82,1,1,27,0,51,0,1,1,1,3,0,0
1,1,3,0,1,4018.40,0,0,63,1,1,6,1,59,0,0,1,0,3,0,0
1,1,3,2,2,4018.40,1,1,99,1,0,18,1,49,0,0,0,3,2,1,0
0,0,5,1,0,3939.75,1,1,73,1,0,22,1,55,1,0,0,1,1,1,1
0,0,11,2,0,3498.83,0,1,85,1,1,10,1,68,0,0,1,4,2,0,1
1,1,24,1,2,3939.75,0,0,93,1,0,22,1,59,1,1,0,2,2,1,0
0,0,13,2,1,9662.83,0,1,85,0,1,7,0,56,0,1,0,0,3,1,1
1,0,6,0,1,4018.40,0,1,91,1,0,20,0,50,1,1,1,1,0,0,0
1,0,18,1,1,4018.40,1,1,74,1,1,7,0,66,1,1,0,0,2,0,1
0,2,29,1,1,5133.40,0,0,67,1,1,21,0,51,0,0,1,4,3,0,0
0,2,14,2,0,4018.40,1,1,79,1,1,14,0,54,0,0,0,0,0,0,1
0,1,2,0,0,5301.36,1,1,86,1,0,12,1,51,1,0,0,4,0,1,0
1,2,15,1,0,4018.40,1,1,86,1,1,14,1,66,1,1,1,1,0,0,1
0,2,26,1,2,3939.75,0,0,95,1,0,11,1,65,1,0,0,4,2,1,0
1,2,1,1,1,3498.83,0,0,84,0,0,28,0,63,1,0,0,1,3,1,1
0,2,6,0,1,9758.10,1,1,81,1,1,30,1,59,1,1,0,3,2,0,0
0,0,24,2,1,3498.83,0,1,61,1,0,19,0,59,1,0,1,0,3,1,0
1,1,15,1,1,3939.75,0,1,62,1,1,15,0,69,0,1,0,1,1,1,1
1,1,17,1,1,3128.10,1,1,86,1,1,29,1,54,0,0,1,1,1,0,1
0,1,25,0,0,3128.10,1,1,79,0,1,5,0,55,1,1,0,1,1,1,1
